"iter","n_obs","n_col_nc","z_u_coef","nonlinear_weight","bonf_pval","f_pval","wald_pval","gam_wald.no.p","gam_wald.no.p.smooth.cntrl"
41,10000,10,0,0,1.7320254971505,0.808582657397042,0.813187006618272,0.47297647099943,0.473037693315966
42,10000,10,0,0,0.648205703857768,0.260924098090178,0.266511653477544,0.196334578674404,0.196257784107407
43,10000,10,0,0,0.863217175315577,0.509494031668295,0.535090842426419,0.743787704085144,0.743817193928537
44,10000,10,0,0,1.82051635191228,0.905063317903825,0.919377375495326,0.0830403930566362,0.0612810457067313
45,10000,10,0,0,0.193485972287387,0.137301905292185,0.139764841816702,0.348981091728533,0.348973383373639
46,10000,10,0,0,1.63962778088041,0.849257009907006,0.858606213124793,0.644818007609403,0.624811916907435
47,10000,10,0,0,0.130290364327946,0.355367169560309,0.360917891989706,0.757620767114962,0.757553210828437
48,10000,10,0,0,2.63310229553508,0.941974902334989,0.943119642845435,0.389113701077386,0.377167530840436
49,10000,10,0,0,0.524662540130394,0.236825535708564,0.249116204205778,0.847825061662748,0.847832275007437
50,10000,10,0,0,0.202494287643747,0.503863540035867,0.518418832418978,0.0504185129847442,0.0504232337393814
51,10000,10,0,0,0.0444790301210406,0.160042094883536,0.164642891627463,0.240143849105378,0.221847615998689
52,10000,10,0,0,0.173567963533161,0.460057828292562,0.436502371686156,0.0461925733088712,0.0393899887814252
53,10000,10,0,0,3.71835979339894,0.981860208462003,0.982078533956714,0.944020840211528,0.944054265405892
54,10000,10,0,0,1.24541843689421,0.579735170589205,0.573941119694339,0.766790933759368,0.766845261764916
55,10000,10,0,0,0.151163916743184,0.387452875255541,0.37111145290385,0.275960879886982,0.27598859013307
56,10000,10,0,0,0.130823997658802,0.199212749535732,0.196162849158508,0.621185484764117,0.621184845031936
57,10000,10,0,0,0.542208673250463,0.672173814316333,0.682437778592314,0.765725830579837,0.765756853943545
58,10000,10,0,0,0.922555266872794,0.859274066054104,0.842740531205346,0.515811658577225,0.515945414667711
59,10000,10,0,0,1.37209004766757,0.748661580169171,0.73995312255495,0.742391398486234,0.742386684560338
60,10000,10,0,0,2.20604970519106,0.953281939931515,0.938745203836079,0.981930281102852,0.982159458198624
61,10000,10,0,0,2.28505294740196,0.894191541827652,0.900913062094132,0.756687149863495,0.756638409460997
62,10000,10,0,0,0.913696750648189,0.721348312714561,0.715941271964619,0.808550287314172,0.806395096905782
63,10000,10,0,0,6.03629496410452,0.999870220132807,0.99988091695551,0.927688642641913,0.927674565500049
64,10000,10,0,0,0.848133427553341,0.452516263221906,0.47449394434265,0.770834609873931,0.766508903455092
65,10000,10,0,0,0.0201916861368538,0.129875670185608,0.131548432562122,0.108713697098643,0.108682436578457
66,10000,10,0,0,0.318203582741029,0.0462419018610042,0.0387110382072589,0.0342727433083175,0.0342715314916424
67,10000,10,0,0,0.479737406348232,0.49053989223223,0.50233884226523,0.314167850593329,0.314153229481042
68,10000,10,0,0,1.17996412235797,0.804369497526431,0.791764014523443,0.65931859254444,0.659326233179739
69,10000,10,0,0,0.0167131042177205,0.0611669927776547,0.0661290423348253,0.0883539343634667,0.0883626252012779
70,10000,10,0,0,1.0254777697289,0.747993600797257,0.764412212303799,0.566289121540823,0.566376780094505
71,10000,10,0,0,0.397722686831136,0.432981465035787,0.446338825895563,0.858027149415055,0.85803465400783
72,10000,10,0,0,1.20077417154733,0.301877175051823,0.293645739267679,0.255527367005305,0.29519817117319
73,10000,10,0,0,0.691146345566199,0.689548259454674,0.686019338140616,0.0334320917873323,0.0334358931980333
74,10000,10,0,0,0.878024333771664,0.418839803853133,0.424818199597083,0.0246037849756813,0.0242284490395863
75,10000,10,0,0,0.863046140286005,0.406855286881632,0.41708997001492,0.90050825835486,0.900540647461685
76,10000,10,0,0,0.109055202364707,0.317452767238975,0.308007694537569,0.85139841644195,0.851383331640372
77,10000,10,0,0,0.198329931126242,0.50034293252078,0.499237989951786,0.159628170562736,0.159662101165408
78,10000,10,0,0,0.0211542628011377,0.0380194642773791,0.0361237052576251,0.300242452628677,0.300233895418275
79,10000,10,0,0,0.711976933960883,0.759363854518097,0.766073095587112,0.377348910564984,0.377353203303738
80,10000,10,0,0,1.24955138460596,0.491370770242291,0.476251994222565,0.603923803552601,0.603898242461983
81,10000,10,0,0,0.64968771910492,0.766448275861221,0.766066786776216,0.811799769200112,0.811805544813647
82,10000,10,0,0,0.467075839524037,0.331928309859481,0.334362989541327,0.280758869166142,0.280696139002807
83,10000,10,0,0,1.08889252288054,0.67526697664303,0.671357183599858,0.851817780312164,0.851804532087193
84,10000,10,0,0,0.285832166362997,0.254046054144859,0.245933673982097,0.0180830479477051,0.0180888396221391
85,10000,10,0,0,0.83868880791317,0.616922245164357,0.626764569637035,0.0768677474561255,0.0768589325683223
86,10000,10,0,0,1.57237018308391,0.710551751478578,0.711777226816277,0.885090567288016,0.885095291646739
87,10000,10,0,0,0.862827499722168,0.33205866642935,0.354219381168734,0.284674715572219,0.284636620668837
88,10000,10,0,0,1.86641515936509,0.732182156502928,0.715197694424463,0.837920011735722,0.833469003422797
89,10000,10,0,0,0.14348137525608,0.276936257512016,0.290814532768486,0.134323101446003,0.134329427569994
90,10000,10,0,0,0.505884292936586,0.0865097205753997,0.0762743311397853,0.779294824886493,0.779337813488978
91,10000,10,0,0,1.44047329901852,0.558036193581244,0.567714284485527,0.917699430334459,0.917705992530703
92,10000,10,0,0,0.227290202725381,0.296502533923045,0.295576026798063,0.733438074398544,0.73293989235839
93,10000,10,0,0,3.44767998940603,0.849237058550899,0.848080486834325,0.34147352572537,0.341480948746372
94,10000,10,0,0,0.289652534842938,0.177102374735204,0.151291501592638,0.967248660624225,0.97156540129678
95,10000,10,0,0,0.168449760880729,0.131199224009467,0.14360440093179,0.0605191851512976,0.0681887797977668
96,10000,10,0,0,0.003035108390766,0.0647951912121393,0.0599016923784108,0.430873891647355,0.352936032338225
97,10000,10,0,0,0.744091331238679,0.412446731318795,0.416963569417385,0.885629504224265,0.887750789247134
98,10000,10,0,0,0.624945010144279,0.373948028742773,0.366927348284009,0.280509664935507,0.280535327997345
99,10000,10,0,0,1.27085968630182,0.954767056009185,0.948527030923986,0.13973319403083,0.139608106462064
100,10000,10,0,0,0.33488493885726,0.180000335910191,0.187976903956679,0.516929174613394,0.516498593245345
1,10000,10,0,0,0.126871081290642,0.284272723156634,0.302591976774414,0.751986660046288,0.751954981641387
2,10000,10,0,0,0.13008896068647,0.287709884703889,0.30286472357914,0.556373608857119,0.556339606068664
3,10000,10,0,0,1.9839076861686,0.839279625905828,0.850880458755546,0.996403761375739,0.996403808236356
4,10000,10,0,0,1.96378638373996,0.78935299600194,0.801509705801171,0.4725152554564,0.472496212936592
5,10000,10,0,0,1.35049511487887,0.435781389687963,0.42605613638398,0.067492194334661,0.02953504404654
6,10000,10,0,0,0.064132756964096,0.231305126962439,0.212228650102734,0.148599633119664,0.148709390686435
7,10000,10,0,0,0.163534330090483,0.391202221583609,0.392119679325057,0.258907800617027,0.279257568784481
8,10000,10,0,0,1.01179512479579,0.503114569543299,0.472812638411958,0.924369260110618,0.91533724395142
9,10000,10,0,0,0.0809121600791483,0.0221554200605009,0.0230805079099554,0.0832423644980363,0.0832464301490414
10,10000,10,0,0,0.248047012612234,0.295142292554598,0.302734087959136,0.571772234632973,0.50868861033298
11,10000,10,0,0,1.01934324398482,0.644563580669619,0.653594368994411,0.989660548610679,0.989661223187479
12,10000,10,0,0,0.426207019494689,0.51276059350878,0.527456769929469,0.799044091903249,0.799020458875355
13,10000,10,0,0,2.12081485981287,0.879294503684328,0.885997282566135,0.971793847971584,0.971801224279922
14,10000,10,0,0,0.525769091874606,0.44641955728454,0.457637361354791,0.289227193694976,0.289184880030982
15,10000,10,0,0,0.601800237560971,0.180885034882406,0.187379096077694,0.0319040988348409,0.0319315757278891
16,10000,10,0,0,0.689124892201824,0.717752166138712,0.698847181244366,0.634285446374827,0.634216701344498
17,10000,10,0,0,0.438443805877072,0.436609038227388,0.40461591220729,0.726288663040217,0.726312775124624
18,10000,10,0,0,2.47598198240479,0.83863183153161,0.836099814119772,0.63565274845045,0.635607206306923
19,10000,10,0,0,0.848648117397155,0.133588024983829,0.146247995002032,0.218910808170018,0.218913726251928
20,10000,10,0,0,2.18723035051205,0.871398825703575,0.880237203766038,0.185571798737493,0.177873461716233
21,10000,10,0,0,2.93558518472573,0.923109106040299,0.927452157327109,0.952519868322549,0.952521147486821
22,10000,10,0,0,2.22975941733893,0.901288728074775,0.895996190819501,0.633921382139145,0.633840406006129
23,10000,10,0,0,1.44916952299117,0.787744398352469,0.785516918426415,0.830676215714457,0.830702240760447
24,10000,10,0,0,0.0676078969781567,0.118044161706159,0.110218837366008,0.342578187250289,0.331664760160231
25,10000,10,0,0,0.219169856258791,0.531032837299022,0.539297146036235,0.914977912553542,0.914983680546971
26,10000,10,0,0,0.791125194058915,0.577666234868002,0.588297563644519,0.67656059878922,0.67663119816487
27,10000,10,0,0,0.139974557525057,0.552755640349802,0.567868504087868,0.11529255858067,0.115288637740019
28,10000,10,0,0,1.91517861085244,0.915863957510534,0.919148951216179,0.250533456628576,0.250527570589629
29,10000,10,0,0,1.39377587549105,0.766521933159528,0.764876022576264,0.31157559453992,0.311527120211524
30,10000,10,0,0,1.08159218758692,0.581273351985435,0.560513773443707,0.536286424428061,0.536348827462773
31,10000,10,0,0,1.72881199849269,0.712788874504209,0.704968295781624,0.477657414998193,0.477658593610976
32,10000,10,0,0,1.11122010436393,0.380256194501843,0.346109995170497,0.76860876963176,0.768582789145269
33,10000,10,0,0,1.44456322773526,0.627646799408277,0.638725679824191,0.0288513194151342,0.0288555539317163
34,10000,10,0,0,2.08750404235355,0.899006591338163,0.891265795452446,0.915332328973929,0.91516720060804
35,10000,10,0,0,1.43622199760631,0.927112238774482,0.927239253775524,0.69131770047157,0.691321330653634
36,10000,10,0,0,2.59750991025724,0.986413196515069,0.988180022913866,0.915120317484902,0.915123355288828
37,10000,10,0,0,1.17305949225365,0.89340896992966,0.895230267879771,0.646476158698972,0.646311259252577
38,10000,10,0,0,0.580716269602352,0.708875566973775,0.730906192012925,0.55181314887213,0.564533323919008
39,10000,10,0,0,1.67253217956641,0.803860740609956,0.777199543558162,0.828214144051241,0.82821200577672
40,10000,10,0,0,0.304799395891305,0.412757688796441,0.447191569255853,0.808668869712871,0.85162170812076
41,10000,10,0,0,1.25225980074747,0.595210975335298,0.577321445939609,0.405474499890836,0.405610921558956
42,10000,10,0,0,0.147690080605776,0.174100485598444,0.150920248266025,0.461523541639467,0.461441426903429
43,10000,10,0,0,0.560235615475318,0.508193843541325,0.522544831847583,0.984646982538224,0.984644930678624
44,10000,10,0,0,1.14504413549828,0.557780070801866,0.535254305950756,0.405716373144581,0.40546075926526
45,10000,10,0,0,1.54394491263817,0.629183568633552,0.609875904727118,0.289593457915734,0.289816184270703
46,10000,10,0,0,0.299116309747046,0.191854487679543,0.20788893192089,0.573748875451815,0.573850243053581
47,10000,10,0,0,1.41084034545856,0.867310981158005,0.861044861756942,0.55631700165647,0.556172006303363
48,10000,10,0,0,1.09066937181558,0.862843720773001,0.865472856050136,0.0449024858431047,0.0449167215591484
49,10000,10,0,0,0.690093617948987,0.464263053878226,0.463129270847475,0.386020440527343,0.386039919218275
50,10000,10,0,0,0.128994447439655,0.31748202970999,0.306799943187127,0.102724178739549,0.102700651302947
51,10000,10,0,0,0.193825036197818,0.216413393141627,0.218574594377233,0.885560964179273,0.885477358239855
52,10000,10,0,0,0.789157968059831,0.653807210886648,0.666497069182551,0.931596550316438,0.938552394582544
53,10000,10,0,0,0.925910838927332,0.435511173781265,0.417565130053622,0.622420470522448,0.622395662992119
54,10000,10,0,0,1.6348710943333,0.973779230230247,0.97144818726135,0.674840074738405,0.674877444811325
55,10000,10,0,0,0.652727004113405,0.207800522345152,0.227393393659117,0.793786229158856,0.793791325653057
56,10000,10,0,0,0.199899627371289,0.190464534173192,0.203416484716687,0.53518143213447,0.535193532041676
57,10000,10,0,0,0.242511944351911,0.589696008747732,0.572602245718311,0.146673581914143,0.146803024760471
58,10000,10,0,0,0.0782149841939023,0.336133856047432,0.327801145643232,0.447833707134236,0.478381829973497
59,10000,10,0,0,0.0464135552105777,0.0170027238808206,0.0185076856146658,0.177595595287472,0.177594126732073
60,10000,10,0,0,0.877791893633229,0.923268610578246,0.927596100176974,0.430624031292757,0.430569146800918
61,10000,10,0,0,2.5095492848486,0.945823253739839,0.953793320047145,0.863987266713418,0.863980575238437
62,10000,10,0,0,1.04980989548356,0.755394307146944,0.769263225466355,0.486166562808074,0.486038565172204
63,10000,10,0,0,0.568094498409239,0.240013250694087,0.226654871172549,0.156835656117932,0.156836893809277
64,10000,10,0,0,0.554402484884734,0.514989658314067,0.511230223350783,0.575496223864496,0.575414727392954
65,10000,10,0,0,0.540452823114686,0.331638469187825,0.326350570677558,0.649954139305871,0.618923577129876
66,10000,10,0,0,2.68603427351769,0.981583119554494,0.981206283696859,0.672165480522151,0.672138871020755
67,10000,10,0,0,0.337369270090974,0.443098663446716,0.447089921456384,0.290407543276644,0.290389786677766
68,10000,10,0,0,1.58871840928058,0.948730330373958,0.948286943909869,0.985040041858715,0.985041788019905
69,10000,10,0,0,1.53384526332009,0.694532826648348,0.693873599773342,0.417602464094713,0.4174792075048
