"iter","n_obs","n_col_nc","z_u_coef","nonlinear_weight","bonf_pval","f_pval","wald_pval","gam_wald.no.p","gam_wald.no.p.smooth.cntrl","kci_pval","itp_ftest_pval","idp_wilcox_pval","cntrl_observed"
48,10000,10,0,0,0.30300728309392,0.51811061839976,0.550701921992203,0.541111039906254,0.541039530276394,NA,NA,NA,TRUE
49,10000,10,0,0,0.347155208845272,0.671345927073529,0.683810074412578,0.92763863558058,0.92766436853115,NA,NA,NA,TRUE
50,10000,10,0,0,0.135238551841807,0.0354197980482901,0.0257183791734967,0.713881196613828,0.717952213959895,NA,NA,NA,TRUE
51,10000,10,0,0,1.10951040643228,0.569914447114488,0.563943120338532,0.73061942981859,0.730597523375376,NA,NA,NA,TRUE
52,10000,10,0,0,0.417516889474825,0.247231756056883,0.236752650554244,0.869683697801415,0.881661992407863,NA,NA,NA,TRUE
53,10000,10,0,0,0.317959477138236,0.314754265217712,0.313521958484645,0.863922129203343,0.86393180580041,NA,NA,NA,TRUE
54,10000,10,0,0,2.89991257350418,0.96869672266655,0.96834668293983,0.828472248656401,0.82848183958882,NA,NA,NA,TRUE
55,10000,10,0,0,0.264017613245761,0.135276381032228,0.129283088361459,0.487077803259332,0.486953068872199,NA,NA,NA,TRUE
56,10000,10,0,0,0.417101215018266,0.108150475858308,0.109948670270455,0.204040787307299,0.204000533489569,NA,NA,NA,TRUE
57,10000,10,0,0,0.647395809679393,0.557062015887968,0.573919404757451,0.350101219269008,0.350079603729581,NA,NA,NA,TRUE
58,10000,10,0,0,0.504959262658624,0.483776993575511,0.477964965453575,0.947475681746534,0.94364192570562,NA,NA,NA,TRUE
59,10000,10,0,0,2.06626404855535,0.790635513845746,0.802529013560919,0.680456577626753,0.680500958975043,NA,NA,NA,TRUE
60,10000,10,0,0,0.728620199906904,0.743787997786616,0.739136713667418,0.862287206668561,0.862296391249958,NA,NA,NA,TRUE
61,10000,10,0,0,1.04384119258512,0.517934134115896,0.505162274056418,0.727090223912599,0.726920622832909,NA,NA,NA,TRUE
62,10000,10,0,0,0.0994539930359266,0.0645515044345419,0.0638328556184952,0.432564829551,0.432550127476644,NA,NA,NA,TRUE
63,10000,10,0,0,1.15935620828209,0.513842142819837,0.522399665510596,0.896003715014071,0.895996195106872,NA,NA,NA,TRUE
64,10000,10,0,0,0.113331252429948,0.0861913423964631,0.0847080454381276,0.00161107213146883,0.00161213398306521,NA,NA,NA,TRUE
65,10000,10,0,0,1.27529251607047,0.369580043040123,0.367622227364883,0.409463164259287,0.409413669131356,NA,NA,NA,TRUE
66,10000,10,0,0,0.211299266118058,0.171102915385556,0.178890829638308,0.00915192835982892,0.0091497659526678,NA,NA,NA,TRUE
67,10000,10,0,0,0.202708668622432,0.238785170964488,0.245114528277555,0.503115698043441,0.503091671907376,NA,NA,NA,TRUE
68,10000,10,0,0,3.16345514107012,0.983810528049122,0.98301719412837,0.155151589403567,0.155211576873189,NA,NA,NA,TRUE
69,10000,10,0,0,1.75750099799268,0.91585528696919,0.918220615659681,0.443273887022299,0.44329145780596,NA,NA,NA,TRUE
70,10000,10,0,0,0.157510251214328,0.142787132585464,0.154283564554633,0.106509846384347,0.106562866232374,NA,NA,NA,TRUE
71,10000,10,0,0,1.25538317476132,0.652977477294466,0.660841681081257,0.500445395425095,0.522685027204229,NA,NA,NA,TRUE
72,10000,10,0,0,0.818926333740022,0.701499281015227,0.701184274606141,0.788384169431069,0.78838095988687,NA,NA,NA,TRUE
73,10000,10,0,0,0.0742241543675355,0.00411516833900042,0.00334130051003412,0.276332140397798,0.276254826445692,NA,NA,NA,TRUE
74,10000,10,0,0,0.157869883450224,0.302008961885911,0.284009849948745,0.887718485695913,0.890027124743067,NA,NA,NA,TRUE
75,10000,10,0,0,0.608297824324814,0.142078658154315,0.139081878200166,0.149473800497909,0.149547755572947,NA,NA,NA,TRUE
76,10000,10,0,0,0.22234753601812,0.409249375202998,0.391482523364271,0.428367270656334,0.428305672087349,NA,NA,NA,TRUE
77,10000,10,0,0,0.237881879352301,0.472623555190172,0.466157104764796,0.273078854284347,0.273034838738681,NA,NA,NA,TRUE
78,10000,10,0,0,0.242668286192214,0.588591362877045,0.606260025986093,0.462185606064944,0.462220950414916,NA,NA,NA,TRUE
79,10000,10,0,0,1.22573066837405,0.629615660548947,0.641901134796708,0.574600654816348,0.536819657462713,NA,NA,NA,TRUE
80,10000,10,0,0,1.09423609434995,0.74880666097979,0.718799895155103,0.126527198275315,0.12122032516695,NA,NA,NA,TRUE
81,10000,10,0,0,0.852811006724249,0.494246306914679,0.505398637482262,0.562777440711018,0.562839002534241,NA,NA,NA,TRUE
82,10000,10,0,0,0.235871663478644,0.367446700821276,0.376418016569941,0.360522240125639,0.382035645503279,NA,NA,NA,TRUE
83,10000,10,0,0,1.18131713384412,0.30032213603894,0.296666895972534,0.4457846339786,0.44575778754969,NA,NA,NA,TRUE
84,10000,10,0,0,0.102577203803468,0.0443972534200569,0.0447538480474583,0.987886989854631,0.98889956943356,NA,NA,NA,TRUE
85,10000,10,0,0,0.0117462841707027,0.083142143607825,0.0747306066254053,0.607194673590394,0.607203723712332,NA,NA,NA,TRUE
86,10000,10,0,0,0.0636424138292143,0.467200918639828,0.485122611814317,0.586446162623913,0.586452622482417,NA,NA,NA,TRUE
87,10000,10,0,0,0.427117299848455,0.116785160768824,0.126229168271653,0.289750218598483,0.28973012916687,NA,NA,NA,TRUE
88,10000,10,0,0,1.7644614148254,0.927555798027948,0.931542100633011,0.974055979831406,0.974056352547531,NA,NA,NA,TRUE
89,10000,10,0,0,2.43070605590977,0.895273605957801,0.891515075566936,0.54319928136961,0.543282021065199,NA,NA,NA,TRUE
90,10000,10,0,0,0.224715116581909,0.390196217341449,0.382864579060026,0.768756796427911,0.768728133024029,NA,NA,NA,TRUE
91,10000,10,0,0,0.405428679756042,0.0831315811383793,0.0859747206863495,0.188792575230737,0.188724384182241,NA,NA,NA,TRUE
92,10000,10,0,0,0.188197527397951,0.269685664680959,0.282965292508335,0.482749720325906,0.48290575011501,NA,NA,NA,TRUE
93,10000,10,0,0,0.401263670721706,0.53039561038776,0.553303607586881,0.0802737482666511,0.0802680493429224,NA,NA,NA,TRUE
94,10000,10,0,0,0.865695485753777,0.58857484597764,0.55419312028433,0.785313339398867,0.785222655259516,NA,NA,NA,TRUE
95,10000,10,0,0,1.67221482042057,0.944578373682605,0.941212894102683,0.986409632083275,0.986409350594446,NA,NA,NA,TRUE
96,10000,10,0,0,0.960755480662994,0.762186155100358,0.754434163916681,0.393401382670389,0.393379249124572,NA,NA,NA,TRUE
97,10000,10,0,0,0.464586048798779,0.440413291583884,0.42420143666554,0.835084848051705,0.835123898742917,NA,NA,NA,TRUE
98,10000,10,0,0,0.232075697725257,0.509538342226383,0.535499378213569,0.235970298835232,0.235952411609077,NA,NA,NA,TRUE
99,10000,10,0,0,0.655261407634793,0.616966581782192,0.632906707395327,0.252894264516577,0.252789970369436,NA,NA,NA,TRUE
100,10000,10,0,0,0.136274337556898,0.176522882200457,0.177144180166618,0.241116007457886,0.241121766627547,NA,NA,NA,TRUE
1,10000,10,0,0,3.13945089324656,0.888658622854605,0.87559889613428,0.766542943520364,0.766487889107584,NA,NA,NA,TRUE
2,10000,10,0,0,1.46036179770491,0.678665766996691,0.680973749614065,0.572475198234864,0.572466794145988,NA,NA,NA,TRUE
3,10000,10,0,0,0.913382602678077,0.645301370082222,0.675864653362212,0.779974669194145,0.780000944897667,NA,NA,NA,TRUE
4,10000,10,0,0,0.594622844861615,0.211790764380718,0.237811859172737,0.26180322692192,0.261632022512938,NA,NA,NA,TRUE
5,10000,10,0,0,0.857156947988834,0.636889297584687,0.644256603940395,0.700580543372403,0.677266359809287,NA,NA,NA,TRUE
6,10000,10,0,0,0.85308496897503,0.361000224075032,0.395946597625899,0.557315491378979,0.557349226004223,NA,NA,NA,TRUE
7,10000,10,0,0,0.0130990577679353,0.00070363237145906,0.000683958363911552,0.0397431792534553,0.0397343512866637,NA,NA,NA,TRUE
8,10000,10,0,0,0.96735110635152,0.468197041948045,0.464836876941497,0.560027648692086,0.559723071070123,NA,NA,NA,TRUE
9,10000,10,0,0,0.566173970198454,0.778688500188654,0.780574860076159,0.0821678174418218,0.0752189674951331,NA,NA,NA,TRUE
10,10000,10,0,0,0.173446952499102,0.0712286236835663,0.0688192963116824,0.106949073333116,0.106951143517714,NA,NA,NA,TRUE
11,10000,10,0,0,1.08016678932788,0.423337424117084,0.395853224836946,0.426689532474513,0.42722465646447,NA,NA,NA,TRUE
12,10000,10,0,0,0.419783608544314,0.316447202255075,0.272454917040446,0.676911187074572,0.676904911955189,NA,NA,NA,TRUE
13,10000,10,0,0,0.176181744148192,0.134065420435355,0.144890084292371,0.414878452577309,0.414867366078359,NA,NA,NA,TRUE
14,10000,10,0,0,3.50564457278539,0.934473442867406,0.931339741385271,0.964127079235078,0.963335893450828,NA,NA,NA,TRUE
15,10000,10,0,0,0.392396600415903,0.31916746341238,0.316845753132181,0.684790984547106,0.684824435676941,NA,NA,NA,TRUE
16,10000,10,0,0,1.7256784538746,0.895930312886759,0.898479598632786,0.940863708683145,0.940845487131105,NA,NA,NA,TRUE
17,10000,10,0,0,0.581046735393974,0.341338040759117,0.344162997996475,0.656903866649742,0.671107400964936,NA,NA,NA,TRUE
18,10000,10,0,0,0.115420981412106,0.140087671850813,0.124257029333982,0.249691128984669,0.24974911468774,NA,NA,NA,TRUE
19,10000,10,0,0,0.0955058814051543,0.218005059888671,0.199024597122136,0.624081247026833,0.624178111016403,NA,NA,NA,TRUE
20,10000,10,0,0,0.104937580976212,0.565555604684106,0.54961346617362,0.466595314192017,0.466605876648629,NA,NA,NA,TRUE
21,10000,10,0,0,1.62430051359166,0.82348107002037,0.824758236074314,0.935111690094972,0.937002385104246,NA,NA,NA,TRUE
22,10000,10,0,0,1.1595150893107,0.668652599470281,0.642360528514856,0.732412376600323,0.73232188776078,NA,NA,NA,TRUE
23,10000,10,0,0,1.57955841287541,0.859893290209562,0.857429567939079,0.743528534567926,0.743627245991294,NA,NA,NA,TRUE
24,10000,10,0,0,0.097379170211578,0.442173418312701,0.464770813627079,0.479708309956013,0.479607874632081,NA,NA,NA,TRUE
25,10000,10,0,0,0.996653690099745,0.35732812588577,0.351798674291004,0.132798609446041,0.132818958737039,NA,NA,NA,TRUE
26,10000,10,0,0,1.55787036266779,0.73648529018026,0.738175005493571,0.250107114218284,0.250129942792703,NA,NA,NA,TRUE
27,10000,10,0,0,3.27023388236176,0.996623930112057,0.996391378181037,0.538623316783041,0.538557370656767,NA,NA,NA,TRUE
28,10000,10,0,0,0.567346494125904,0.379717912601968,0.367506102019056,0.336824500875225,0.336823676555646,NA,NA,NA,TRUE
29,10000,10,0,0,0.739474988518792,0.600186581157724,0.596354188487717,0.11987220621009,0.119743275841352,NA,NA,NA,TRUE
30,10000,10,0,0,0.400109284270969,0.0653718304459631,0.0581964245774371,0.897876787020925,0.897882257353856,NA,NA,NA,TRUE
31,10000,10,0,0,1.80538513092587,0.618786451980319,0.614091419176414,0.392825666097541,0.392756982409155,NA,NA,NA,TRUE
32,10000,10,0,0,0.350570789119812,0.272565039266452,0.302226673621367,0.39127720632898,0.391284296749905,NA,NA,NA,TRUE
33,10000,10,0,0,1.26664652196771,0.853541333699726,0.844783014542514,0.693087729665799,0.693090336476879,NA,NA,NA,TRUE
34,10000,10,0,0,0.450432015572027,0.173924706573122,0.161602573472519,0.527183770661325,0.52718621261033,NA,NA,NA,TRUE
35,10000,10,0,0,0.644829066215605,0.404919989320132,0.378908203215237,0.244955068401878,0.245039906646808,NA,NA,NA,TRUE
36,10000,10,0,0,0.717334608341248,0.705041166015966,0.695564583094243,0.355396432297016,0.355444368590607,NA,NA,NA,TRUE
37,10000,10,0,0,1.17884007022765,0.528933207107516,0.54357610627168,0.658349559448822,0.658275352066159,NA,NA,NA,TRUE
38,10000,10,0,0,0.178109887282087,0.315395716353189,0.324186301283151,0.810551199958112,0.810508968105586,NA,NA,NA,TRUE
39,10000,10,0,0,0.392191272719391,0.29352131188452,0.283290246330281,0.148256610258754,0.148273154319991,NA,NA,NA,TRUE
40,10000,10,0,0,0.827591675810425,0.749988888189418,0.769842323256067,0.49045896496167,0.490352370652554,NA,NA,NA,TRUE
41,10000,10,0,0,1.7320254971505,0.808582657397042,0.813187006618272,0.47297647099943,0.473037693315966,NA,NA,NA,TRUE
42,10000,10,0,0,0.648205703857768,0.260924098090178,0.266511653477544,0.196334578674404,0.196257784107407,NA,NA,NA,TRUE
43,10000,10,0,0,0.863217175315577,0.509494031668295,0.535090842426419,0.743787704085144,0.743817193928537,NA,NA,NA,TRUE
44,10000,10,0,0,1.82051635191228,0.905063317903825,0.919377375495326,0.0830403930566362,0.0612810457067313,NA,NA,NA,TRUE
45,10000,10,0,0,0.193485972287387,0.137301905292185,0.139764841816702,0.348981091728533,0.348973383373639,NA,NA,NA,TRUE
46,10000,10,0,0,1.63962778088041,0.849257009907006,0.858606213124793,0.644818007609403,0.624811916907435,NA,NA,NA,TRUE
47,10000,10,0,0,0.130290364327946,0.355367169560309,0.360917891989706,0.757620767114962,0.757553210828437,NA,NA,NA,TRUE
48,10000,10,0,0,2.63310229553508,0.941974902334989,0.943119642845435,0.389113701077386,0.377167530840436,NA,NA,NA,TRUE
49,10000,10,0,0,0.524662540130394,0.236825535708564,0.249116204205778,0.847825061662748,0.847832275007437,NA,NA,NA,TRUE
50,10000,10,0,0,0.202494287643747,0.503863540035867,0.518418832418978,0.0504185129847442,0.0504232337393814,NA,NA,NA,TRUE
51,10000,10,0,0,0.0444790301210406,0.160042094883536,0.164642891627463,0.240143849105378,0.221847615998689,NA,NA,NA,TRUE
52,10000,10,0,0,0.173567963533161,0.460057828292562,0.436502371686156,0.0461925733088712,0.0393899887814252,NA,NA,NA,TRUE
53,10000,10,0,0,3.71835979339894,0.981860208462003,0.982078533956714,0.944020840211528,0.944054265405892,NA,NA,NA,TRUE
54,10000,10,0,0,1.24541843689421,0.579735170589205,0.573941119694339,0.766790933759368,0.766845261764916,NA,NA,NA,TRUE
55,10000,10,0,0,0.151163916743184,0.387452875255541,0.37111145290385,0.275960879886982,0.27598859013307,NA,NA,NA,TRUE
56,10000,10,0,0,0.130823997658802,0.199212749535732,0.196162849158508,0.621185484764117,0.621184845031936,NA,NA,NA,TRUE
57,10000,10,0,0,0.542208673250463,0.672173814316333,0.682437778592314,0.765725830579837,0.765756853943545,NA,NA,NA,TRUE
58,10000,10,0,0,0.922555266872794,0.859274066054104,0.842740531205346,0.515811658577225,0.515945414667711,NA,NA,NA,TRUE
59,10000,10,0,0,1.37209004766757,0.748661580169171,0.73995312255495,0.742391398486234,0.742386684560338,NA,NA,NA,TRUE
60,10000,10,0,0,2.20604970519106,0.953281939931515,0.938745203836079,0.981930281102852,0.982159458198624,NA,NA,NA,TRUE
61,10000,10,0,0,2.28505294740196,0.894191541827652,0.900913062094132,0.756687149863495,0.756638409460997,NA,NA,NA,TRUE
62,10000,10,0,0,0.913696750648189,0.721348312714561,0.715941271964619,0.808550287314172,0.806395096905782,NA,NA,NA,TRUE
63,10000,10,0,0,6.03629496410452,0.999870220132807,0.99988091695551,0.927688642641913,0.927674565500049,NA,NA,NA,TRUE
64,10000,10,0,0,0.848133427553341,0.452516263221906,0.47449394434265,0.770834609873931,0.766508903455092,NA,NA,NA,TRUE
65,10000,10,0,0,0.0201916861368538,0.129875670185608,0.131548432562122,0.108713697098643,0.108682436578457,NA,NA,NA,TRUE
66,10000,10,0,0,0.318203582741029,0.0462419018610042,0.0387110382072589,0.0342727433083175,0.0342715314916424,NA,NA,NA,TRUE
67,10000,10,0,0,0.479737406348232,0.49053989223223,0.50233884226523,0.314167850593329,0.314153229481042,NA,NA,NA,TRUE
68,10000,10,0,0,1.17996412235797,0.804369497526431,0.791764014523443,0.65931859254444,0.659326233179739,NA,NA,NA,TRUE
69,10000,10,0,0,0.0167131042177205,0.0611669927776547,0.0661290423348253,0.0883539343634667,0.0883626252012779,NA,NA,NA,TRUE
70,10000,10,0,0,1.0254777697289,0.747993600797257,0.764412212303799,0.566289121540823,0.566376780094505,NA,NA,NA,TRUE
71,10000,10,0,0,0.397722686831136,0.432981465035787,0.446338825895563,0.858027149415055,0.85803465400783,NA,NA,NA,TRUE
72,10000,10,0,0,1.20077417154733,0.301877175051823,0.293645739267679,0.255527367005305,0.29519817117319,NA,NA,NA,TRUE
73,10000,10,0,0,0.691146345566199,0.689548259454674,0.686019338140616,0.0334320917873323,0.0334358931980333,NA,NA,NA,TRUE
74,10000,10,0,0,0.878024333771664,0.418839803853133,0.424818199597083,0.0246037849756813,0.0242284490395863,NA,NA,NA,TRUE
75,10000,10,0,0,0.863046140286005,0.406855286881632,0.41708997001492,0.90050825835486,0.900540647461685,NA,NA,NA,TRUE
76,10000,10,0,0,0.109055202364707,0.317452767238975,0.308007694537569,0.85139841644195,0.851383331640372,NA,NA,NA,TRUE
77,10000,10,0,0,0.198329931126242,0.50034293252078,0.499237989951786,0.159628170562736,0.159662101165408,NA,NA,NA,TRUE
78,10000,10,0,0,0.0211542628011377,0.0380194642773791,0.0361237052576251,0.300242452628677,0.300233895418275,NA,NA,NA,TRUE
79,10000,10,0,0,0.711976933960883,0.759363854518097,0.766073095587112,0.377348910564984,0.377353203303738,NA,NA,NA,TRUE
80,10000,10,0,0,1.24955138460596,0.491370770242291,0.476251994222565,0.603923803552601,0.603898242461983,NA,NA,NA,TRUE
81,10000,10,0,0,0.64968771910492,0.766448275861221,0.766066786776216,0.811799769200112,0.811805544813647,NA,NA,NA,TRUE
82,10000,10,0,0,0.467075839524037,0.331928309859481,0.334362989541327,0.280758869166142,0.280696139002807,NA,NA,NA,TRUE
83,10000,10,0,0,1.08889252288054,0.67526697664303,0.671357183599858,0.851817780312164,0.851804532087193,NA,NA,NA,TRUE
84,10000,10,0,0,0.285832166362997,0.254046054144859,0.245933673982097,0.0180830479477051,0.0180888396221391,NA,NA,NA,TRUE
85,10000,10,0,0,0.83868880791317,0.616922245164357,0.626764569637035,0.0768677474561255,0.0768589325683223,NA,NA,NA,TRUE
86,10000,10,0,0,1.57237018308391,0.710551751478578,0.711777226816277,0.885090567288016,0.885095291646739,NA,NA,NA,TRUE
87,10000,10,0,0,0.862827499722168,0.33205866642935,0.354219381168734,0.284674715572219,0.284636620668837,NA,NA,NA,TRUE
88,10000,10,0,0,1.86641515936509,0.732182156502928,0.715197694424463,0.837920011735722,0.833469003422797,NA,NA,NA,TRUE
89,10000,10,0,0,0.14348137525608,0.276936257512016,0.290814532768486,0.134323101446003,0.134329427569994,NA,NA,NA,TRUE
90,10000,10,0,0,0.505884292936586,0.0865097205753997,0.0762743311397853,0.779294824886493,0.779337813488978,NA,NA,NA,TRUE
91,10000,10,0,0,1.44047329901852,0.558036193581244,0.567714284485527,0.917699430334459,0.917705992530703,NA,NA,NA,TRUE
92,10000,10,0,0,0.227290202725381,0.296502533923045,0.295576026798063,0.733438074398544,0.73293989235839,NA,NA,NA,TRUE
93,10000,10,0,0,3.44767998940603,0.849237058550899,0.848080486834325,0.34147352572537,0.341480948746372,NA,NA,NA,TRUE
94,10000,10,0,0,0.289652534842938,0.177102374735204,0.151291501592638,0.967248660624225,0.97156540129678,NA,NA,NA,TRUE
95,10000,10,0,0,0.168449760880729,0.131199224009467,0.14360440093179,0.0605191851512976,0.0681887797977668,NA,NA,NA,TRUE
96,10000,10,0,0,0.003035108390766,0.0647951912121393,0.0599016923784108,0.430873891647355,0.352936032338225,NA,NA,NA,TRUE
97,10000,10,0,0,0.744091331238679,0.412446731318795,0.416963569417385,0.885629504224265,0.887750789247134,NA,NA,NA,TRUE
98,10000,10,0,0,0.624945010144279,0.373948028742773,0.366927348284009,0.280509664935507,0.280535327997345,NA,NA,NA,TRUE
99,10000,10,0,0,1.27085968630182,0.954767056009185,0.948527030923986,0.13973319403083,0.139608106462064,NA,NA,NA,TRUE
100,10000,10,0,0,0.33488493885726,0.180000335910191,0.187976903956679,0.516929174613394,0.516498593245345,NA,NA,NA,TRUE
1,10000,10,0,0,0.126871081290642,0.284272723156634,0.302591976774414,0.751986660046288,0.751954981641387,NA,NA,NA,TRUE
2,10000,10,0,0,0.13008896068647,0.287709884703889,0.30286472357914,0.556373608857119,0.556339606068664,NA,NA,NA,TRUE
3,10000,10,0,0,1.9839076861686,0.839279625905828,0.850880458755546,0.996403761375739,0.996403808236356,NA,NA,NA,TRUE
4,10000,10,0,0,1.96378638373996,0.78935299600194,0.801509705801171,0.4725152554564,0.472496212936592,NA,NA,NA,TRUE
5,10000,10,0,0,1.35049511487887,0.435781389687963,0.42605613638398,0.067492194334661,0.02953504404654,NA,NA,NA,TRUE
6,10000,10,0,0,0.064132756964096,0.231305126962439,0.212228650102734,0.148599633119664,0.148709390686435,NA,NA,NA,TRUE
7,10000,10,0,0,0.163534330090483,0.391202221583609,0.392119679325057,0.258907800617027,0.279257568784481,NA,NA,NA,TRUE
8,10000,10,0,0,1.01179512479579,0.503114569543299,0.472812638411958,0.924369260110618,0.91533724395142,NA,NA,NA,TRUE
